0.017743,0.246859,-0.404317,-0.585415,-0.822747,1.066544,2.228415
0.343905,0.421245,0.447304,0.041061,1.789057,-1.673325,-1.022932
0.590340,0.516632,0.730806,-0.355070,0.905759,-0.907375,-0.787287
0.517863,0.486042,0.675985,-0.208403,1.229679,-1.199785,-0.931348
0.451798,0.446148,0.600116,-0.065722,1.575570,-1.498218,-0.987372
0.626636,0.535070,0.769258,-0.440563,0.464573,-0.539802,-0.764464
0.653567,0.555889,0.755677,-0.720864,-0.294229,0.127357,-0.530380
0.601046,0.508755,0.441949,-0.882493,-0.443604,0.453723,0.607275
0.615546,0.543264,0.561880,-0.841534,-0.422047,0.350474,0.128230
0.700791,0.574313,0.791718,-0.594171,0.298459,-0.351672,-0.455780
0.686189,0.573274,0.804221,-0.571163,0.161672,-0.261067,-0.580630
-2.399300,-2.547247,-1.905859,2.272459,-1.401987,1.386660,0.734670
0.611476,0.549741,0.610449,-0.816159,-0.420893,0.309154,-0.097832
0.604760,0.489600,0.317924,-0.916349,-0.444694,0.579465,1.306532
-2.664787,-1.010493,-1.520629,2.925591,-1.451831,1.504666,0.296728
0.481417,0.486316,0.675945,-0.111622,0.957734,-1.008651,-1.116754
0.407235,0.453356,0.542027,-0.034330,1.721143,-1.613480,-1.000959
-1.241538,-1.631242,-1.886991,1.222430,-1.214758,1.173354,0.963416
0.473038,0.455961,0.624121,-0.099300,1.558382,-1.480245,-0.985868
0.558653,0.522174,0.757097,-0.253721,0.628377,-0.726922,-1.058255
0.306919,0.391265,-0.000140,-0.775021,-0.692394,0.879356,1.816610
0.718216,0.578070,0.757642,-0.648195,0.291446,-0.315960,-0.287092
0.638158,0.536440,0.758065,-0.467958,0.600370,-0.632218,-0.654607
0.457435,0.450209,0.596385,-0.068862,1.426479,-1.380585,-1.036643
0.508035,0.496937,0.693969,-0.162538,0.943402,-0.985742,-1.054163
0.445283,0.474941,0.612536,-0.077536,1.278220,-1.261770,-1.055382
0.696681,0.559450,0.695752,-0.818708,-0.162187,0.121357,0.048400
0.505204,0.502567,0.733562,-0.141932,0.654682,-0.777989,-1.223941
-2.664787,-1.010493,-1.520629,2.925591,-1.451831,1.313905,-0.170949
0.474079,0.465739,0.628026,-0.133247,1.540466,-1.462266,-0.967714
0.498461,0.491847,0.369441,-0.847302,-0.558685,0.470611,0.167359
-0.373706,-0.025783,-1.149116,-0.231275,-0.949846,1.046331,1.402613
0.017743,0.226859,-0.404317,-0.585415,-0.822747,0.729325,0.384085
0.306244,0.401333,0.062693,-0.764372,-0.692190,0.584422,0.184746
0.626418,0.530806,0.748091,-0.438637,0.746568,-0.755960,-0.673079
-0.373706,-0.025783,-1.149116,-0.231275,-0.949846,0.984179,1.176729
