vx,vy,omega,theta,x,y,e_x,,0.5-x,P1 LHS,P1 RHS,,,"""-0.5-x","""-0.79<th","""th<-0.74",P2 LHS,"""0.184<ex","""ex<0.19",P2 RHS,,"""om>0","""vy<-0.3",P3 LHS,P3 RHS,,P1-2 LHS,P1-2 RHS,,"""-2<y<2","""-0.7869<th","""th<-0.747",P2 RHS,,isabove ystar=2?,,,,
3.1942087,-0.069154769,-0.000657873,-0.744738876,40.45396194,-40.73802004,0.190247276,,-39.95396194,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.194153094,-0.069222597,-0.001056828,-0.745179898,41.60455733,-41.84615608,0.190289473,,-41.10455733,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
0.969114577,-0.292512056,-0.268122242,-0.068005878,0.482645864,2.054369674,0.19,,0.017354136,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.182395975,-0.537869316,-0.321822683,-0.224654215,0.97149267,1.768081595,0.193,,-0.47149267,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.611086945,-0.60564602,-0.209520581,-0.362535831,1.544074186,1.279892128,0.192924923,,-1.044074186,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.043679265,-0.386644005,-0.325138123,-0.46973792,2.286118708,0.672997947,0.192721846,,-1.786118708,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.341732819,-0.213031547,-0.351677634,-0.657396569,3.134867079,-0.033966568,0.193,,-2.634867079,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.665832736,-0.137995731,-0.213991709,-0.798423232,4.00558036,-0.937157288,0.193,,-3.50558036,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
2.948415672,-0.09278635,-0.098143869,-0.873506916,4.900664028,-2.023430821,0.190010132,,-4.400664028,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
3.15086907,-0.068004343,-0.029163533,-0.903015032,5.830393408,-3.23700274,0.187554296,,-5.330393408,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.277722996,-0.056901476,0.001713437,-0.908723983,6.797797432,-4.524203258,0.187093111,,-6.297797432,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.34937553,-0.052776206,0.013038904,-0.904572271,7.79809913,-5.847520435,0.187284876,,-7.29809913,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.385666026,-0.051659162,0.016420604,-0.897054332,8.823781568,-7.18449179,0.187483791,,-8.323781568,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.400901813,-0.051683429,0.017273528,-0.888588129,9.868208578,-8.522639054,0.18755876,,-9.368208578,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.404064052,-0.052116374,0.017536287,-0.87987381,10.92675579,-9.855163064,0.187557526,,-10.42675579,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.400384519,-0.052711991,0.017705538,-0.871059055,11.99655664,-11.17830132,0.187540196,,-11.49655664,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.392802121,-0.053396235,0.017827771,-0.862174883,13.0758995,-12.48991414,0.187538382,,-12.5758995,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.382955621,-0.054145178,0.017861042,-0.853255681,14.16372377,-13.78876548,0.187562452,,-13.66372377,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.371775658,-0.054946486,0.017770785,-0.84435522,15.2592984,-15.07415792,0.187613203,,-14.7592984,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.35981424,-0.055789781,0.017541578,-0.835539293,16.36204266,-16.34574331,0.187688189,,-15.86204266,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.347421791,-0.056664961,0.017171324,-0.826877695,17.47143441,-17.60342111,0.187784142,,-16.97143441,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.334840712,-0.057562123,0.016665519,-0.81843917,18.58696728,-18.8472813,0.18789769,,-18.08696728,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.322254328,-0.058471628,0.016033949,-0.810288543,19.70813348,-20.07756996,0.188025534,,-19.20813348,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.309812177,-0.059384136,0.015289046,-0.802485044,20.8344201,-21.29466622,0.188164502,,-20.3344201,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.297642715,-0.060290638,0.014445012,-0.795081229,21.96531184,-22.49906454,0.188311577,,-21.46531184,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.285859329,-0.061182517,0.013517287,-0.788122251,23.10029679,-23.69135943,0.188463931,,-22.60029679,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.274562803,-0.062051623,0.012522138,-0.781645347,24.23887322,-24.87223081,0.188618954,,-23.73887322,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.263841953,-0.062890376,0.01147629,-0.775679535,25.38055623,-26.04242957,0.188774275,,-24.88055623,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.253773399,-0.063691869,0.010396569,-0.770245473,26.52488368,-27.20276295,0.188927781,,-26.02488368,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.244420997,-0.064449967,0.00929955,-0.765355508,27.67142107,-28.35407989,0.189077626,,-27.17142107,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.235835254,-0.065159403,0.008201211,-0.761013888,28.81976526,-29.49725651,0.189222234,,-28.31976526,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.228052921,-0.065815857,0.007116609,-0.757217146,29.96954698,-30.63318198,0.189360296,,-29.46954698,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.221096854,-0.066416007,0.006059586,-0.753954637,31.12043219,-31.762745,0.189490763,,-30.62043219,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.214976202,-0.066957565,0.005042507,-0.751209211,32.27212247,-32.88682121,0.189612836,,-31.77212247,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.209686952,-0.067439273,0.004076065,-0.748958002,33.42435445,-34.00626182,0.189725945,,-32.92435445,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.205212789,-0.067860883,0.003169138,-0.747173296,34.57689861,-35.12188346,0.189829733,,-34.07689861,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.201526261,-0.068223096,0.002328717,-0.745823459,35.72955744,-36.23445965,0.189924033,,-35.22955744,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,
3.198590179,-0.06852749,0.001559898,-0.744873878,36.88216331,-37.34471374,0.190008848,,-36.38216331,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.196359187,-0.068776411,0.00086593,-0.744287892,38.03457602,-38.45331353,0.190084324,,-37.53457602,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.194781445,-0.068972868,0.000248314,-0.744027691,39.18668029,-39.56086744,0.190150732,,-38.68668029,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.193800333,-0.069120407,-0.000293075,-0.744055152,40.33838317,-40.66792224,0.190208441,,-39.83838317,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.19335615,-0.069222986,-0.00075982,-0.744332608,41.48961154,-41.77496219,0.190257901,,-40.98961154,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
0.969114577,-0.292512056,-0.268122242,-0.068005878,0.482645864,2.411512531,0.19,,0.017354136,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.182395975,-0.537869316,-0.321822683,-0.224654215,0.97149267,2.125224452,0.193,,-0.47149267,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.611150042,-0.605783572,-0.209993008,-0.362653016,1.544051204,1.636982742,0.193,,-1.044051204,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.044447398,-0.387628022,-0.327823328,-0.4706269,2.285867682,1.029448819,0.193,,-1.785867682,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.343717276,-0.213352048,-0.353560391,-0.65952761,3.133896966,0.320501572,0.193,,-2.633896966,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.66898686,-0.137818115,-0.214461891,-0.801105471,4.003319698,-0.585726651,0.193,,-3.503319698,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
2.952324496,-0.092885248,-0.100343117,-0.876926216,4.896340538,-1.675974942,0.190387675,,-4.396340538,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
3.155670055,-0.068123503,-0.031650533,-0.907633868,5.822493965,-2.89499769,0.187894584,,-5.322493965,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.283629536,-0.056861075,-0.000356315,-0.914474625,6.784802185,-4.189341894,0.187346291,,-6.284802185,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.356444042,-0.052553497,0.011489143,-0.911213316,7.778892297,-5.521381354,0.187465393,,-7.278892297,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.393823729,-0.051286338,0.015289407,-0.904351007,8.797674522,-6.868397277,0.187611919,,-8.297674522,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.410017389,-0.051196864,0.016447752,-0.896362735,9.834828461,-8.217643744,0.1876461,,-9.334828461,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.413995098,-0.051541221,0.016947026,-0.887993353,10.88594071,-9.562091821,0.187609261,,-10.38594071,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.410995477,-0.05206449,0.017317965,-0.879415397,11.94829306,-10.89778652,0.187558944,,-11.44829306,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.403966585,-0.052688113,0.017623781,-0.870672542,13.02028877,-12.22242077,0.18752655,,-12.52028877,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.394553698,-0.053386318,0.017828862,-0.861806422,14.10096219,-13.53460632,0.187522781,,-13.60096219,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.383691142,-0.054146112,0.017900351,-0.852876208,15.18966236,-14.83350311,0.187548717,,-14.68966236,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.371932893,-0.054956885,0.017822769,-0.843952732,16.28587528,-16.11862737,0.187602055,,-15.78587528,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.359630755,-0.055808425,0.01759332,-0.835111034,17.38913283,-17.38974936,0.18767957,,-16.88913283,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.347028734,-0.056690737,0.017216562,-0.826425506,18.4989702,-18.64683656,0.187777862,,-17.9989702,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.334312555,-0.057594056,0.016701279,-0.817967107,19.61490921,-19.89002015,0.187893555,,-19.11490921,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.321635303,-0.058508859,0.016058922,-0.809801687,20.7364551,-21.11957305,0.188023354,,-20.2364551,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.309130356,-0.059425878,0.015302819,-0.801988882,21.86310017,-22.3358935,0.188164084,,-21.36310017,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.296917502,-0.060336146,0.014447701,-0.794581312,22.99433046,-23.53949082,0.188312724,,-22.49433046,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.285105428,-0.061231064,0.013509348,-0.787623976,24.12963371,-24.73097185,0.188466446,,-23.62963371,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.273792283,-0.062102496,0.012504261,-0.781153824,25.2685072,-25.91102726,0.188622641,,-24.7685072,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.263065302,-0.062942875,0.011449333,-0.775199484,26.41046503,-27.08041749,0.188778942,,-25.91046503,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.25300002,-0.063745307,0.010361514,-0.769781152,27.55504433,-28.23995833,0.188933244,,-27.05504433,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.243659413,-0.064503683,0.009257468,-0.764910663,28.70181023,-29.39050631,0.189083711,,-28.20181023,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.235093171,-0.06521277,0.008153232,-0.760591714,29.85035967,-30.53294419,0.189228778,,-29.35035967,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.227337207,-0.065868288,0.007063893,-0.756820268,31.0003238,-31.66816679,0.18936715,,-30.5003238,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.220413498,-0.066466965,0.00600329,-0.753585102,32.15136938,-32.79706747,0.189497793,,-31.65136938,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.21433027,-0.067006571,0.004983765,-0.750868496,33.30319901,-33.92052558,0.189619922,,-32.80319901,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.209082551,-0.067485915,0.004015961,-0.748647031,34.45555058,-35.03939502,0.189732981,,-33.95555058,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.204653057,-0.067904815,0.003108683,-0.746892472,35.60819595,-36.15449419,0.189836629,,-35.10819595,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,
3.201013374,-0.068264046,0.002268833,-0.745572704,36.76093907,-37.2665975,0.189930713,,-36.26093907,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,
3.198125387,-0.068565256,0.001501402,-0.744652683,37.91361382,-38.37642835,0.19001525,,-37.41361382,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.195942872,-0.068810863,0.000809529,-0.74409537,39.0660815,-39.48465387,0.190090401,,-38.5660815,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.194413188,-0.069003942,0.000194593,-0.743862635,40.21822826,-40.59188115,0.190156447,,-39.71822826,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.193479013,-0.0691481,-0.000343654,-0.743916094,41.36996257,-41.69865507,0.190213769,,-40.86996257,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
0.969114577,-0.292512056,-0.268122242,-0.068005878,0.482645864,2.768655389,0.19,,0.017354136,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.182395975,-0.537869316,-0.321822683,-0.224654215,0.97149267,2.482367309,0.193,,-0.47149267,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.611150042,-0.605783572,-0.209993008,-0.362653016,1.544051204,1.994125599,0.193,,-1.044051204,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.044447398,-0.387628023,-0.327823328,-0.4706269,2.285867682,1.386591677,0.193,,-1.785867682,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.343717276,-0.213352048,-0.353560391,-0.659527609,3.133896966,0.67764443,0.193,,-2.633896966,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.668986859,-0.137818115,-0.214461891,-0.801105471,4.003319698,-0.228583793,0.193,,-3.503319698,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
2.952491166,-0.093422774,-0.103243008,-0.877780094,4.895890173,-1.319218474,0.190879512,,-4.395890173,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
