vx,vy,omega,theta,x,y,e_x,,0.5-x,P1 LHS,P1 RHS,,,"""-0.5-x","""-0.79<th","""th<-0.74",P2 LHS,"""0.184<ex","""ex<0.19",P2 RHS,,"""om>0","""vy<-0.3",P3 LHS,P3 RHS,,P1-2 LHS,P1-2 RHS,,"""-2<y<2","""-0.7869<th","""th<-0.747",P2 RHS,,isabove ystar=2?,,,,
3.156796803,-0.068688517,-0.035053737,-0.910113745,5.819974874,-2.540179357,0.188354206,,-5.319974874,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.286272696,-0.057184752,-0.003195303,-0.918508393,6.77841385,-3.838550721,0.187700475,,-6.27841385,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.360742322,-0.05261607,0.009341059,-0.916475963,7.767241588,-5.176663345,0.187731607,,-7.267241588,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.399667773,-0.051141243,0.013678844,-0.910534997,8.779840345,-6.531510062,0.187817422,,-8.279840345,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.417208719,-0.05089925,0.015208305,-0.903245411,9.810239768,-7.890023616,0.187805869,,-9.310239768,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.422331645,-0.051127259,0.015979509,-0.895417373,10.85425441,-9.244901645,0.187729313,,-10.35425441,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.420298912,-0.051555769,0.016574789,-0.88725854,11.90932416,-10.5919667,0.187641566,,-11.40932416,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.414082565,-0.052098793,0.017082787,-0.878829153,12.97397713,-11.9287239,0.187573675,,-12.47397713,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.405344559,-0.052727472,0.017477689,-0.870179138,14.04735532,-13.25361759,0.18753682,,-13.54735532,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.395028968,-0.053427664,0.017729595,-0.861373012,15.12890325,-14.56565225,0.187532501,,-14.62890325,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.383694884,-0.054188334,0.017823435,-0.852486193,16.21819098,-15.86419635,0.187558666,,-15.71819098,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.371696686,-0.054999105,0.017755922,-0.843598354,17.31482269,-17.14887825,0.187612211,,-16.81482269,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.359279918,-0.055849889,0.017530754,-0.83478886,18.4183938,-18.41952919,0.187689783,,-17.9183938,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.346631789,-0.056730843,0.017155688,-0.826134107,19.52847414,-19.67615018,0.187787993,,-19.02847414,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.333907485,-0.057632346,0.016641078,-0.817705914,20.64460492,-20.91889108,0.187903488,,-20.14460492,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.321243528,-0.058544979,0.015999168,-0.809570421,21.76630274,-22.14803534,0.188032988,,-21.26630274,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.308764188,-0.059459554,0.015243693,-0.801787268,22.89306695,-23.36398708,0.188173333,,-22.39306695,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.296584119,-0.060367161,0.014389596,-0.794408927,24.02438846,-24.56725879,0.188321514,,-23.52438846,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.284808994,-0.061259251,0.01345275,-0.787480176,25.1597587,-25.75845875,0.188474717,,-24.6597587,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.27353508,-0.062127734,0.012449685,-0.781037716,26.29867801,-26.93827789,0.188630346,,-25.79867801,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.262848338,-0.062965083,0.011397283,-0.77510992,27.44066324,-28.10747602,0.188786047,,-26.94066324,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.252823361,-0.063764451,0.010312454,-0.769716745,28.58525401,-29.26686761,0.188939728,,-28.08525401,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.243522379,-0.064519768,0.009211805,-0.76486981,29.73201781,-30.41730731,0.189089563,,-29.23201781,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.234994458,-0.065225844,0.008111301,-0.760572629,30.88055374,-31.55967552,0.189233999,,-30.38055374,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.227274981,-0.065878436,0.007025949,-0.756821018,32.03049499,-32.69486434,0.18937175,,-31.53049499,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.220385475,-0.066474313,0.005969508,-0.753603651,33.18151016,-33.8237641,0.189501789,,-32.68151016,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.2143338,-0.067011275,0.004954234,-0.750902741,34.33330353,-34.94725089,0.189623339,,-33.83330353,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.209114693,-0.067488159,0.003990687,-0.748694848,35.48561446,-36.06617522,0.189735849,,-34.98561446,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.204710664,-0.06790481,0.003087597,-0.746951755,36.6382161,-37.18135206,0.189838983,,-36.1382161,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,
3.201093174,-0.068262018,0.002251796,-0.7456414,37.79091357,-38.29355234,0.18993259,,-37.29091357,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,
3.19822406,-0.068561442,0.001488215,-0.744728823,38.94354167,-39.40349611,0.19001669,,-38.44354167,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.196057122,-0.068805508,0.000799943,-0.7441771,40.09596252,-40.51184722,0.190091444,,-39.59596252,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.194539816,-0.068997289,0.000188319,-0.743948233,41.24806295,-41.61920969,0.190157134,,-40.74806295,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
0.969114577,-0.292512056,-0.268122242,-0.068005878,0.482645864,3.125798246,0.19,,0.017354136,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.182395975,-0.537869316,-0.321822683,-0.224654215,0.97149267,2.839510166,0.193,,-0.47149267,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.611150042,-0.605783572,-0.209993008,-0.362653016,1.544051204,2.351268456,0.193,,-1.044051204,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.044447398,-0.387628023,-0.327823328,-0.4706269,2.285867682,1.743734534,0.193,,-1.785867682,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.343717276,-0.213352048,-0.353560391,-0.659527609,3.133896966,1.034787287,0.193,,-2.633896966,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.668986859,-0.137818115,-0.214461891,-0.801105471,4.003319698,0.128559064,0.193,,-3.503319698,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
2.952656262,-0.093960599,-0.10614213,-0.878632329,4.895440347,-0.962460777,0.191371348,,-4.395440347,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
3.15791826,-0.06925592,-0.038468595,-0.912594967,5.817451358,-2.185354604,0.188813896,,-5.317451358,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.288905154,-0.057509966,-0.006043889,-0.92254914,6.771995944,-3.487743178,0.188054632,,-6.271995944,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.36502053,-0.052679499,0.007184976,-0.921749942,7.755508666,-4.831912172,0.187997235,,-7.255508666,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.405478632,-0.050995285,0.012069182,-0.916732182,8.761842181,-6.194565287,0.18802185,,-8.261842181,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.42434992,-0.050599406,0.013978413,-0.910138542,9.785381355,-7.562310834,0.187964123,,-9.285381355,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.430597577,-0.050710887,0.015026153,-0.902845831,10.82217468,-8.927569488,0.187847718,,-10.32217468,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.42950903,-0.05104547,0.015846599,-0.895098823,11.86982407,-10.28593962,0.18772258,,-11.36982407,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.424082154,-0.05150932,0.016555126,-0.88697587,12.92698468,-11.63473901,0.187619243,,-12.42698468,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.415997404,-0.052070143,0.017136816,-0.878536123,13.99290766,-12.97224691,0.1875493,,-13.49290766,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.406210101,-0.05271241,0.017565448,-0.869849934,15.06713436,-14.29731583,0.187514663,,-14.56713436,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.395285544,-0.053424521,0.017826839,-0.86099751,16.14932044,-15.60917056,0.18751353,,-15.64932044,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.383581387,-0.054195826,0.017917531,-0.852063159,17.23914432,-16.90730194,0.187542929,,-16.73914432,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.371345046,-0.055016085,0.017840606,-0.843131083,18.33626386,-18.19140909,0.187599563,,-17.83626386,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.358765251,-0.055875343,0.017602968,-0.834282885,19.44029939,-19.46136665,0.187680042,,-18.94029939,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.34599904,-0.05676386,0.017213997,-0.825596037,20.55083075,-20.71720456,0.187780968,,-20.05083075,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.333185613,-0.057672075,0.016684929,-0.817142829,21.6674015,-21.95909393,0.187898973,,-21.1674015,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.320453058,-0.0585906,0.016028536,-0.808989535,22.78952693,-23.18733529,0.188030764,,-22.28952693,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.3079212,-0.059510251,0.015258908,-0.801195707,23.91670358,-24.40234758,0.18817317,,-23.41670358,FALSE,TRUE,,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.295702331,-0.060422116,0.014391243,-0.793813583,25.0484191,-25.60465663,0.188323179,,-24.5484191,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.28390081,-0.061317639,0.013441622,-0.786887597,26.18416187,-26.7948831,0.188477973,,-25.68416187,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.272612073,-0.062188729,0.012426747,-0.780454004,27.32342973,-27.97372936,0.18863496,,-26.82342973,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.261921432,-0.063027868,0.011363638,-0.774540661,28.46573764,-29.14196584,0.188791792,,-27.96573764,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.251902851,-0.06382822,0.010269321,-0.769166946,29.61062402,-30.30041668,0.188946388,,-29.11062402,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.242617864,-0.064583745,0.009160487,-0.764343844,30.75765579,-31.44994524,0.189096932,,-30.25765579,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.234114744,-0.065289289,0.008053158,-0.760074208,31.9064321,-32.59143955,0.189241885,,-31.4064321,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.226427973,-0.065940662,0.006962367,-0.756353169,33.05658665,-33.7257982,0.189379979,,-32.55658665,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.219578082,-0.066534691,0.005901866,-0.753168709,34.20778898,-34.85391691,0.189510203,,-33.70778898,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.21357185,-0.067069248,0.004883876,-0.750502365,35.35974465,-35.97667594,0.189631796,,-34.85974465,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.208402891,-0.067543246,0.003918894,-0.748330043,36.51219454,-37.09492887,0.189744227,,-36.01219454,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,
3.204052566,-0.067956612,0.003015559,-0.746622912,37.66491347,-38.2094926,0.189847177,,-37.16491347,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,
3.200491204,-0.068310224,0.002180595,-0.745348345,38.8177083,-39.32113895,0.189940514,,-38.3177083,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,TRUE,,FALSE,,,,
3.197679546,-0.068605825,0.001418808,-0.744470875,39.97041565,-40.4305879,0.190024273,,-39.47041565,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
3.19557037,-0.068845923,0.000733149,-0.743953137,41.1228994,-41.53850238,0.190098629,,-40.6228994,FALSE,TRUE,,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,TRUE,FALSE,FALSE,,FALSE,,,,
0.969114577,-0.292512056,-0.268122242,-0.068005878,0.482645864,3.482941103,0.19,,0.017354136,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.182395975,-0.537869316,-0.321822683,-0.224654215,0.97149267,3.196653023,0.193,,-0.47149267,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
1.611150042,-0.605783572,-0.209993008,-0.362653016,1.544051204,2.708411313,0.193,,-1.044051204,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.044447398,-0.387628023,-0.327823328,-0.4706269,2.285867682,2.100877391,0.193,,-1.785867682,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,TRUE,TRUE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.343717276,-0.213352047,-0.353560391,-0.659527609,3.133896966,1.391930144,0.193,,-2.633896966,TRUE,TRUE,TRUE,,,TRUE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,TRUE,FALSE,FALSE,,TRUE,,,,
2.668986859,-0.137818115,-0.214461891,-0.801105471,4.003319698,0.485701921,0.193,,-3.503319698,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
2.952819781,-0.094498714,-0.109040421,-0.879482915,4.894991063,-0.60570185,0.191863185,,-4.394991063,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,FALSE,FALSE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,FALSE,,TRUE,,,,
3.159034382,-0.069825695,-0.041894984,-0.915077475,5.814923473,-1.830523375,0.189273654,,-5.314923473,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.291526763,-0.057836692,-0.008901903,-0.926596757,6.765548619,-3.13691894,0.188408766,,-6.265548619,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.369278123,-0.052743434,0.005022681,-0.927034247,7.743694374,-4.487126402,0.188262287,,-7.243694374,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.411254984,-0.050848445,0.010460928,-0.922941028,8.743682461,-5.857559002,0.188225263,,-8.243682461,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.431439084,-0.050297491,0.012757874,-0.91704055,9.760257414,-7.234498103,0.188120984,,-9.260257414,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.4387908,-0.050292323,0.014086466,-0.91027733,10.78970747,-8.610084386,0.187964593,,-10.28970747,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,TRUE,TRUE,,FALSE,FALSE,TRUE,TRUE,,TRUE,,,,
3.438623934,-0.050533817,0.015132745,-0.902935142,11.82980055,-9.979690641,0.187802103,,-11.32980055,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.433963959,-0.050919899,0.016040037,-0.895111944,12.87932116,-11.34044803,0.187663373,,-12.37932116,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
3.426511549,-0.051414496,0.016805407,-0.88687703,13.93763101,-12.69047317,0.187560344,,-13.43763101,TRUE,TRUE,TRUE,,,FALSE,TRUE,,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,,,FALSE,TRUE,,TRUE,FALSE,TRUE,TRUE,,FALSE,,,,
