3.150060,-0.146721,-0.079408,-0.686606,35.393682,-35.484860,0.084818,0.756864
1.098946,-0.458333,-0.241855,-0.144570,0.889977,0.973909,0.024884,1.000000
3.569893,-0.123607,-0.051838,-1.032214,10.629089,-8.045056,0.249231,0.220962
3.283831,0.010977,0.078869,-0.823107,21.062197,-21.241621,-0.092561,0.814361
3.131284,0.011311,0.075762,-0.679953,27.940390,-28.109583,-0.080644,0.794647
3.273624,-0.133731,-0.047725,-0.735792,17.164110,-16.839773,0.102685,0.383152
3.457964,0.030589,0.125520,-0.909748,12.894939,-13.066737,-0.080895,0.143000
2.112997,-0.311876,-0.240743,-0.548665,2.197717,2.181997,0.192746,1.000000
3.353511,0.018276,0.096134,-0.852267,19.495432,-19.463628,-0.077779,0.632156
3.553966,-0.125054,-0.058052,-1.036648,9.658471,-6.952363,0.257546,0.292669
3.282609,-0.133217,-0.048079,-0.742597,18.098851,-17.646838,0.111627,0.380590
3.283845,0.010316,0.074005,-0.832034,24.409044,-24.450641,-0.082912,0.831841
3.148497,-0.147209,0.078626,-0.686576,30.724949,-30.782651,-0.072839,0.775543
3.326197,-0.128796,-0.040227,-0.771708,14.929056,-14.304025,0.123701,0.215952
3.278668,0.010110,0.075358,-0.824657,22.216502,-22.350769,-0.089400,0.836142
3.357918,-0.126514,-0.039810,-0.797272,14.784759,-13.769011,0.151041,0.169120
1.258946,-0.458333,-0.241855,-0.304570,0.889977,3.276766,0.119702,1.000000
1.047568,-0.372565,-0.348023,-0.148003,0.562421,4.277234,0.225617,0.750000
1.685212,-0.527397,-0.130120,-0.442717,1.460270,1.914488,0.122807,1.000000
3.147155,-0.146986,-0.079748,-0.684473,40.179847,-40.291581,0.083379,0.763543
3.328547,-0.125913,-0.030820,-0.784230,10.906401,-10.605474,0.089715,0.000000
3.147642,-0.146956,-0.079738,-0.684736,41.211469,-41.318316,0.083721,0.763442
3.144182,-0.147230,-0.080124,-0.683008,39.351099,-39.484307,0.081875,0.767198
3.521630,-0.126791,-0.062102,-1.034458,8.699502,-6.223342,0.241212,0.306712
