3.431530,-0.050130,0.040043,-0.877834,11.749253,-11.115222,0.048523,0.054602
2.660566,-0.134725,-0.213946,-0.804411,3.981145,-0.931820,0.201685,1.000000
0.972423,-0.297059,-0.271453,-0.072641,0.487427,2.406669,0.101444,0.691667
3.254508,-0.067635,0.010606,-0.759548,22.651376,-22.613551,-0.002354,0.633274
1.172779,-0.532880,-0.316219,-0.218675,0.964919,1.059701,0.099935,1.000000
3.304758,-0.066168,-0.035860,-0.953042,6.717085,-3.847901,0.202921,0.877175
2.333161,-0.211598,-0.352777,-0.650416,3.115480,2.120747,0.336910,1.000000
3.442787,-0.051671,0.015119,-0.954426,8.633412,-6.635039,0.143369,0.288362
3.205106,-0.072931,-0.002382,-0.739725,23.134568,-23.137155,-0.005182,0.773431
3.183482,-0.075275,-0.008399,-0.732345,23.356641,-23.383595,-0.006888,0.826234
2.035855,-0.388237,-0.313669,-0.462074,2.271725,0.680996,0.181390,1.000000
3.274473,-0.065496,0.015703,-0.768455,21.497927,-21.454905,-0.001991,0.568002
3.242372,-0.067283,0.016918,-0.745367,17.654375,-17.981186,-0.027884,0.572977
2.660566,-0.134725,-0.213946,-0.804411,3.981145,-1.288963,0.177929,1.000000
1.597886,-0.602725,-0.205140,-0.356702,1.534865,3.072606,0.256162,1.000000
3.461989,-0.049325,0.023719,-0.941120,9.602869,-7.711662,0.136127,0.195745
3.480199,-0.048192,0.032599,-0.920931,12.556393,-10.971546,0.115073,0.121972
3.389478,-0.054869,0.007292,-0.950507,7.675046,-5.933839,0.125174,0.324779
3.319591,-0.060516,0.027571,-0.790323,17.240944,-17.240504,-0.004984,0.391418
3.233815,-0.069013,0.010168,-0.745649,19.766101,-19.920267,-0.015796,0.649005
1.597886,-0.602725,-0.205140,-0.356702,1.534865,0.929749,0.139632,1.000000
3.227066,-0.070482,0.004027,-0.747477,22.891570,-22.891474,-0.004995,0.709948
1.172779,-0.532880,-0.316219,-0.218675,0.964919,3.916844,0.226360,1.000000
2.025855,-0.388237,-0.313669,-0.462074,2.271725,2.823854,0.311090,1.000000
3.201006,-0.072660,0.000846,-0.733005,21.036534,-21.184829,-0.015383,0.750471
2.948998,-0.091673,-0.113288,-0.886502,4.868265,-0.233968,0.311796,1.000000
2.660566,-0.134725,-0.213946,-0.804411,3.981145,-0.217534,0.249195,1.000000
2.660566,-0.134725,-0.213946,-0.804411,3.981145,0.853894,0.320461,1.000000
3.377985,-0.053924,0.041255,-0.828564,12.960323,-13.004212,-0.008141,0.118264
2.025855,-0.388237,-0.313669,-0.462074,2.271725,2.466711,0.289473,1.000000
1.597886,-0.602725,-0.205140,-0.356702,1.534865,1.644035,0.178475,1.000000
2.938998,-0.091673,-0.113288,-0.876502,4.868265,-2.733968,0.142081,1.000000
3.451340,-0.054493,-0.003150,-0.971177,8.608790,-5.584509,0.214876,0.576006
3.386556,-0.051104,-0.017834,-0.959234,7.645696,-3.816627,0.261713,0.968060
1.172779,-0.532880,-0.316219,-0.218675,0.964919,2.845416,0.178951,1.000000
2.938998,-0.091673,-0.113288,-0.876502,4.868265,-2.376825,0.166326,1.000000
3.198297,-0.064060,0.007242,-0.738441,21.142515,-21.296027,-0.005747,0.785276
3.303206,-0.062988,-0.018716,-0.947208,6.721350,-4.915958,0.129289,0.538454
