0.967568147,-0.292564642,-0.268022593,-0.068002516,0.482420778,1.340090671,0.066922736,0.19,,,,,,,,,
1.178946211,-0.538332694,-0.321855314,-0.224570133,0.969976503,1.053908571,0.104884011,0.193,,,,,,,,,
1.60521229,-0.607397104,-0.210119697,-0.362717021,1.540269963,0.565916304,0.125120023,0.193,,,,,,,,,
2.032996958,-0.391876267,-0.320743093,-0.468665082,2.277716788,-0.040860379,0.14304642,0.193,,,,,,,,,
2.330901889,-0.215893143,-0.356972794,-0.657179235,3.12145773,-0.745703687,0.158094283,0.193,,,0.967568147,-0.607397104,-0.356972794,-0.96847853,0.482420778,-41.68140527,-0.022779722
2.6585193,-0.139244319,-0.217961287,-0.800675463,3.987039439,-1.647488831,0.158789836,0.193,,,3.489893069,-0.043021391,0.049180223,-0.068002516,41.714717,4.197233529,0.348832422
2.946522901,-0.09637531,-0.117663765,-0.882361179,4.874089139,-2.737184957,0.146563554,0.193,,,,,,,,,
3.15850993,-0.072112208,-0.054868915,-0.923619001,5.785222982,-3.966368168,0.125488273,0.191215037,,,,,,,,,
3.297012026,-0.05622487,-0.003861723,-0.936446947,6.723534123,-5.283291107,0.099706111,0.185736773,,,,,,,,,
3.375947956,-0.047551299,0.028162842,-0.929026439,7.696145384,-6.641541524,0.073148476,0.182094225,,,0.968,-0.607,-0.357,-0.968,0.482,-41.7,-0.0228
3.411665999,-0.044611996,0.042192721,-0.910804319,8.706208942,-8.007071138,0.048530969,0.181,,,3.49,-0.043,0.0492,-0.068,41.7,4.2,0.349
3.418926873,-0.044711541,0.046982473,-0.888318473,9.751152733,-9.358992363,0.027203351,0.181,,,,,,,,,
3.408546661,-0.04591287,0.049180223,-0.86423045,10.82640108,-10.68547416,0.00971454,0.181,,,,,,,,,
3.387432316,-0.047954913,0.048517724,-0.839883697,11.92763434,-11.97985909,-0.003746921,0.181741322,,,,,,,,,
3.360229636,-0.050700641,0.044888503,-0.816720555,13.05027812,-13.23939486,-0.01329348,0.183081923,,,,,,,,,
3.330395743,-0.05380723,0.03934382,-0.795907317,14.18942065,-14.46450184,-0.01928923,0.184562046,,,,,,,,,
3.300557813,-0.057028079,0.032551917,-0.778201039,15.34028894,-15.65787872,-0.022251632,0.186037664,,,,,,,,,
3.272717793,-0.060170231,0.025072338,-0.764063619,16.49854772,-16.82379602,-0.022779722,0.187406217,,,,,,,,,
3.248362362,-0.063066747,0.017451616,-0.753686477,17.66047767,-17.9675062,-0.021499482,0.188596969,,,,,,,,,
3.228496006,-0.065574046,0.010230756,-0.746993002,18.82308336,-19.09470463,-0.019018029,0.189565146,,,,,,,,,
3.213638971,-0.067581239,0.003906113,-0.743650357,19.98414193,-20.21102956,-0.015884888,0.190289825,,,,,,,,,
3.203830599,-0.069023316,-0.001130862,-0.743106779,21.14219671,-21.32162053,-0.012561338,0.190772326,,,,,,,,,
3.198667662,-0.069889576,-0.004641601,-0.744656974,22.29650155,-22.43076859,-0.009399706,0.191033708,,,,,,,,,
3.197388887,-0.070229115,-0.006594018,-0.747529353,23.44692572,-23.54168786,-0.006633965,0.191110831,,,,,,,,,
3.199007868,-0.070146283,-0.007177227,-0.750996232,24.5938164,-24.65644113,-0.004384104,0.191051172,,,,,,,,,
3.202474926,-0.069774997,-0.006725431,-0.754464889,25.73782894,-25.77602401,-0.002673881,0.190905725,,,,,,,,,
3.206825479,-0.069250694,-0.005625543,-0.75752494,26.87975713,-26.900565,-0.001456688,0.190721417,,,,,,,,,
3.211283733,-0.068688677,-0.004238314,-0.759952847,28.02038953,-28.02958322,-0.000643641,0.190535762,,,,,,,,,
3.215310665,-0.068172302,-0.002848058,-0.761684626,29.16040716,-29.16224983,-0.000129037,0.190374341,,,,,,,,,
3.2186022,-0.06775062,-0.00164313,-0.762771891,30.30032699,-30.29761298,0.00018995,0.19025085,,,,,,,,,
3.221053022,-0.067442725,-0.000720257,-0.763334851,31.4404863,-31.43476485,0.000400483,0.190168991,,,,,,,,,
3.222703395,-0.067245453,-0.000102605,-0.763521421,32.58105771,-32.57294567,0.000567831,0.190125291,,,,,,,,,
3.223683376,-0.067141725,0.000237264,-0.76347681,33.72208242,-33.71159138,0.000734366,0.190112066,,,,,,,,,
3.22416384,-0.067107883,0.000355471,-0.76332438,34.86351079,-34.85033781,0.000922104,0.190119986,,,,,,,,,
3.224319001,-0.067119241,0.000319093,-0.763156284,36.00524172,-35.98899589,0.001137206,0.190139975,,,,,,,,,
3.224301544,-0.067153838,0.000193021,-0.763031683,37.14715572,-37.12751142,0.0013751,0.190164411,,,,,,,,,
3.224229351,-0.067194498,3.17982561913038e-05,-0.762980148,38.28913914,-38.26592035,0.001625315,0.190187702,,,,,,,,,
3.224181588,-0.067229508,-0.00012426,-0.763007939,39.43109917,-39.4043073,0.00187543,0.190206373,,,,,,,,,
3.224201427,-0.067252332,-0.000249706,-0.763105312,40.5729707,-40.54277198,0.00211391,0.190218829,,,,,,,,,
3.224302759,-0.067260734,-0.000332471,-0.763253534,41.714717,-41.68140527,0.002331821,0.190224936,,,,,,,,,
0.967568147,-0.292564642,-0.268022593,-0.068002516,0.482420778,1.697233529,0.076759469,0.19,,,,,,,,,
1.178946211,-0.538332694,-0.321855314,-0.224570133,0.969976503,1.411051428,0.120687025,0.193,,,,,,,,,
1.60521229,-0.607397104,-0.210119697,-0.362717021,1.540269963,0.923059161,0.144541769,0.193,,,,,,,,,
2.032996958,-0.391876267,-0.320743093,-0.468665082,2.277716788,0.316282478,0.164663038,0.193,,,,,,,,,
2.330901889,-0.215893143,-0.356972794,-0.657179236,3.12145773,-0.38856083,0.181042158,0.193,,,,,,,,,
2.6585193,-0.139244319,-0.217961288,-0.800675464,3.987039438,-1.290345975,0.182545159,0.193,,,,,,,,,
2.946522901,-0.09637531,-0.117663765,-0.88236118,4.874089138,-2.380042101,0.17080862,0.193,,,,,,,,,
3.158915464,-0.073405015,-0.061775275,-0.92562794,5.784061842,-3.610139516,0.149885108,0.192672161,,,,,,,,,
3.299567603,-0.057574012,-0.011919095,-0.942302425,6.717064608,-4.931658166,0.123589826,0.1870325,,,,,,,,,
3.381926507,-0.048259146,0.021853416,-0.938449825,7.679985143,-6.299382894,0.095799914,0.183031851,,,,,,,,,
3.421242735,-0.044305488,0.039686452,-0.922272945,8.677787971,-7.678728549,0.069423313,0.181,,,,,,,,,
3.431411398,-0.043991004,0.045681147,-0.900677414,9.71010234,-9.047271527,0.046088313,0.181,,,,,,,,,
3.423259953,-0.045036975,0.048202794,-0.877140828,10.77310443,-10.3922884,0.026469192,0.181,,,,,,,,,
3.403893806,-0.046863002,0.048336924,-0.853051893,11.86277075,-11.7065815,0.010819262,0.181513899,,,,,,,,,
3.377964191,-0.049410653,0.045520415,-0.829747616,12.97493929,-12.98673693,-0.00089497,0.182715998,,,,,,,,,
3.348873368,-0.052354047,0.040764546,-0.808398252,14.10502081,-14.23247102,-0.008963447,0.184098135,,,,,,,,,
3.319192643,-0.055458008,0.034688803,-0.78978549,15.24843649,-15.44578402,-0.013839761,0.185517589,,,,,,,,,
3.290892583,-0.058541268,0.027796582,-0.774421844,16.40091699,-16.63029815,-0.016072107,0.186869855,,,,,,,,,
3.265472053,-0.061446358,0.020579093,-0.762576965,17.55869086,-17.79071764,-0.016251231,0.188080222,,,,,,,,,
3.244002555,-0.064034063,0.013533911,-0.754276894,18.71861163,-18.93233599,-0.01496638,0.189097876,,,,,,,,,
3.227127371,-0.066190181,0.007137393,-0.749307049,19.87823154,-20.0605703,-0.012767156,0.189894106,,,,,,,,,
3.215054404,-0.0678373,0.00179349,-0.747235506,21.03582274,-21.18053506,-0.01013195,0.190461254,,,,,,,,,
3.207573312,-0.06894564,-0.002221014,-0.747463276,22.19034852,-22.29668475,-0.007444803,0.190811005,,,,,,,,,
3.204113687,-0.069536669,-0.004789868,-0.749296215,23.34139114,-23.41255718,-0.004982391,0.190971334,,,,,,,,,
3.2038451,-0.069684446,-0.00599543,-0.752033878,24.48904382,-24.53064123,-0.002912284,0.190982086,,,,,,,,,
3.205812485,-0.069501303,-0.006086989,-0.755063017,25.63376685,-25.65238873,-0.001303814,0.190889439,,,,,,,,,
3.209077878,-0.069112616,-0.005401051,-0.757919594,26.77622849,-26.77835175,-0.000148799,0.190739044,,,,,,,,,
3.212834243,-0.06863426,-0.004283227,-0.760310914,27.917159,-27.90839747,0.000613203,0.190570067,,,,,,,,,
3.216472967,-0.068157674,-0.003030199,-0.762103948,29.05723639,-29.04194925,0.001070037,0.190411661,,,,,,,,,
3.219603395,-0.067743723,-0.001858875,-0.763292053,30.19701308,-30.17821125,0.00131609,0.190281919,,,,,,,,,
3.222034464,-0.067423804,-0.000900128,-0.763953109,31.33688258,-31.31634892,0.001437333,0.190188831,,,,,,,,,
3.223733402,-0.067205419,-0.000209276,-0.764209273,32.47707933,-32.45561384,0.00150257,0.190132488,,,,,,,,,
3.224775751,-0.067079499,0.000215182,-0.764194371,33.61770092,-33.59541366,0.0015601,0.190107747,,,,,,,,,
3.225297426,-0.067027556,0.000411114,-0.7640312,34.75874213,-34.73533628,0.001638404,0.19010677,,,,,,,,,
3.225455104,-0.067027529,0.000434854,-0.763818384,35.9001317,-35.87514078,0.001749361,0.190121072,,,,,,,,,
