3.190587,-0.106689,-0.039259,-0.726246,40.794176,-40.802616,0.045009,0.758285
3.371666,-0.084612,0.002193,-0.870804,8.746209,-7.967071,0.088531,0.000000
3.416334,-0.083606,0.002411,-0.871022,10.701774,-9.482763,0.125030,0.041674
3.424863,-0.084167,0.000715,-0.865084,12.671407,-11.302227,0.135690,0.105373
3.190573,-0.106670,-0.039221,-0.726472,37.602688,-37.612716,0.044898,0.756696
3.189338,-0.106757,-0.039365,-0.726092,35.546377,-35.566129,0.044217,0.756949
3.185570,-0.107259,-0.040993,-0.725602,31.094810,-31.114187,0.044244,0.768165
1.645212,-0.567397,-0.170120,-0.322717,1.500270,3.105916,0.221072,1.000000
3.272881,-0.026596,0.042288,-0.799686,23.068058,-22.947379,-0.037154,0.772428
3.282396,-0.024758,0.049912,-0.796891,19.822035,-19.845789,-0.047267,0.709029
3.429750,-0.084376,-0.012677,-0.909561,9.631067,-7.338541,0.194257,0.210330
3.192054,-0.106581,-0.039233,-0.727454,37.373106,-37.367421,0.045998,0.755979
3.189232,-0.106782,-0.039349,-0.725571,38.855463,-38.875912,0.044169,0.759041
3.237453,-0.101000,-0.021134,-0.732397,18.488722,-18.595016,0.038151,0.601528
3.245812,-0.029501,0.033913,-0.795063,25.673767,-25.612389,-0.041304,0.824120
3.184581,-0.107749,-0.042514,-0.723095,27.454804,-27.444612,0.046313,0.794597
3.192776,-0.106967,-0.040525,-0.725025,27.230189,-27.184811,0.048776,0.783268
3.191165,-0.106634,-0.039178,-0.726635,39.653553,-39.658180,0.045276,0.756973
3.188344,-0.106820,-0.039378,-0.725457,35.655035,-35.684767,0.043519,0.757562
3.313713,-0.092898,-0.003488,-0.773626,15.054265,-15.000869,0.049302,0.321199
3.253879,-0.028569,0.037439,-0.792946,23.281654,-23.228580,-0.041886,0.813272
3.186945,-0.107049,-0.040307,-0.725907,32.234363,-32.256463,0.044053,0.762412
3.352713,-0.088528,0.004949,-0.801448,12.956203,-12.747372,0.054535,0.137570
3.186914,-0.106920,-0.039522,-0.724939,34.618041,-34.659487,0.042699,0.757965
