0.465435,0.446036,0.668402,-0.073103,0.961805,-1.021190,-1.168477
0.714900,0.587646,0.801287,-0.618229,0.164354,-0.235737,-0.405601
-0.808046,-0.502607,-2.166365,0.379922,-1.103872,1.078216,0.957438
-2.654787,-1.020493,-1.530629,2.915591,-1.481831,1.534666,0.306728
0.543123,0.523416,0.760087,-0.207795,0.630406,-0.744253,-1.146457
0.663567,0.545889,0.745677,-0.730864,-0.304229,0.137357,-0.520380
0.568653,0.532174,0.767097,-0.263721,0.618377,-0.716922,-1.048255
-2.409300,-2.537247,-1.895859,2.282459,-1.371987,1.503118,1.175472
-0.363706,-0.015783,-1.139116,-0.241275,-0.939846,1.142788,2.110266
0.740672,0.589803,0.739128,-0.662743,0.436498,-0.418492,-0.171143
0.686681,0.549450,0.685752,-0.828708,-0.172187,0.131357,0.058400
0.027743,0.256859,-0.394317,-0.595415,-0.812747,1.014391,1.987874
0.368641,0.417774,0.590756,0.008964,1.144904,-1.172556,-1.171419
0.326082,0.391727,0.457522,0.083321,1.478895,-1.432673,-1.126673
-0.363706,-0.015783,-1.139116,-0.241275,-0.939846,0.889874,0.714960
0.382495,0.417306,0.520257,0.000906,1.579972,-1.501554,-1.045544
-0.808046,-0.502607,-2.166365,0.379922,-1.103872,1.162521,1.393851
0.316920,0.361265,0.009860,-0.745022,-0.682394,0.658594,0.639781
-0.363706,-0.015783,-1.139116,-0.241275,-0.939846,0.974179,1.166728
-2.654787,-1.020493,-1.530629,2.915591,-1.481831,1.576819,0.400264
0.580340,0.506632,0.720806,-0.345070,0.915759,-0.917375,-0.797287
0.724142,0.592015,0.654111,-0.884557,-0.038122,0.082953,0.409052
0.027743,0.216859,-0.394316,-0.595415,-0.812747,0.719325,0.374085
-0.808046,-0.502607,-2.166365,0.379922,-1.103872,1.331130,2.266677
0.715091,0.535096,0.530665,-0.928076,-0.181449,0.293092,0.925128
0.604914,0.515890,0.731172,-0.400536,0.901546,-0.890964,-0.714393
0.406456,0.430234,0.600591,-0.067353,1.414006,-1.367552,-1.020896
-2.654787,-1.020493,-1.530629,2.915591,-1.481831,1.492514,0.213193
0.605604,0.525509,0.818569,-0.405447,0.336004,-0.460558,-0.875084
0.583519,0.519249,0.823182,-0.348610,0.345184,-0.492838,-1.054348
0.704430,0.594591,0.716158,-0.801596,-0.031334,0.003948,-0.004247
0.450739,0.490463,0.609070,-0.098290,1.420290,-1.371071,-1.011809
0.635151,0.513780,0.311974,-0.912322,-0.414819,0.591542,1.511645
0.473959,0.460674,0.631313,-0.138615,1.403619,-1.351322,-0.977883
0.314814,0.383456,0.422119,0.082388,1.645256,-1.561693,-1.081389
0.348895,0.398881,0.460303,0.034641,1.762867,-1.648795,-1.026210
0.692490,0.590563,0.811365,-0.693263,-0.160987,0.014110,-0.549016
0.387858,0.423693,0.593163,-0.030915,1.280260,-1.269117,-1.087132
0.343331,0.400596,0.484184,0.063634,1.462278,-1.418369,-1.123205
0.661705,0.539316,0.843139,-0.491965,0.038788,-0.219522,-0.897212
0.455941,0.432415,0.596404,-0.090873,1.733639,-1.626996,-0.959317
0.502886,0.504508,0.716583,-0.133761,0.795600,-0.884320,-1.168809
0.557244,0.510383,0.778758,-0.286370,0.356780,-0.521879,-1.164120
0.745253,0.591735,0.733176,-0.692307,0.294478,-0.250025,-0.106939
-1.832362,-2.979564,-1.073956,1.687009,-1.290330,1.150561,0.350795
0.657954,0.534178,0.837419,-0.449906,0.186317,-0.341034,-0.896740
0.505038,0.510363,0.438779,-0.832318,-0.547771,0.419101,-0.069852
0.027743,0.256859,-0.394317,-0.595415,-0.812747,0.803629,0.835168
0.674801,0.586499,0.825617,-0.635244,-0.114899,-0.022549,-0.726887
-1.251538,-1.621242,-1.876991,1.232430,-1.224758,1.371963,1.815608
0.345978,0.399309,0.469651,0.047965,1.613093,-1.532727,-1.067466
0.616636,0.525070,0.759258,-0.430563,0.474573,-0.549802,-0.774464
-0.808046,-0.502607,-2.166365,0.379922,-1.103872,1.246825,1.830264
0.316920,0.401265,0.009860,-0.785021,-0.682394,0.911509,2.039976
0.675820,0.550484,0.717486,-0.783895,-0.168603,0.092067,-0.145935
0.554567,0.501179,0.734098,-0.282212,0.646337,-0.729036,-0.986974
-0.363706,-0.015783,-1.139116,-0.241275,-0.939846,1.058483,1.618497
-1.251538,-1.621242,-1.876991,1.232430,-1.184758,1.163354,0.953416
0.640429,0.532973,0.760734,-0.491020,0.463277,-0.519364,-0.615365
0.555424,0.497369,0.710516,-0.289823,0.929481,-0.943782,-0.882441
0.364306,0.408300,0.494856,0.024564,1.596924,-1.517134,-1.054650
-0.808046,-0.502607,-2.166365,0.379922,-1.103872,1.120368,1.175644
-2.409300,-2.537247,-1.895859,2.282459,-1.371987,1.460965,1.025205
0.467435,0.480209,0.586385,-0.058862,1.436479,-1.390585,-1.046643
0.491417,0.456316,0.685945,-0.121622,0.947734,-0.998651,-1.106754
0.027743,0.256859,-0.394317,-0.595415,-0.812747,0.761477,0.604626
0.435283,0.484941,0.602536,-0.067536,1.288220,-1.271770,-1.065382
0.689224,0.537905,0.806814,-0.524091,0.317932,-0.394620,-0.587450
-1.832362,-2.979564,-1.073956,1.687009,-1.290330,1.108408,0.166118
0.697526,0.588372,0.653434,-0.874177,-0.175844,0.170644,0.262380
-1.251538,-1.621242,-1.876991,1.232430,-1.224758,1.329811,1.610060
0.328355,0.390734,0.445708,0.069969,1.628721,-1.548289,-1.082622
-1.832362,-2.979564,-1.073956,1.687009,-1.290330,1.192713,0.535472
0.509655,0.494817,0.334087,-0.868707,-0.549018,0.502539,0.389627
0.511050,0.434560,0.208278,-0.849888,-0.549446,0.713035,1.561527
0.672590,0.540694,0.746341,-0.574772,0.588759,-0.579573,-0.371812
-0.363706,-0.015783,-1.139116,-0.241275,-0.939846,1.016331,1.392613
0.316920,0.361265,0.009860,-0.745022,-0.682394,0.742899,1.106512
0.555759,0.524178,0.742084,-0.242233,0.769133,-0.834103,-1.008632
-1.832362,-2.979564,-1.073956,1.687009,-1.290330,1.234865,0.720150
0.529054,0.514189,0.729192,-0.186740,0.782438,-0.859443,-1.089694
0.669502,0.515647,0.454617,-0.920703,-0.318268,0.421705,1.011188
0.027743,0.256859,-0.394317,-0.595415,-0.812747,0.887934,1.296250
-0.363706,-0.015783,-1.139116,-0.241275,-0.939846,0.847721,0.489075
0.650481,0.533513,0.746975,-0.516178,0.599737,-0.610889,-0.497369
0.683052,0.585124,0.834134,-0.553212,0.030739,-0.185235,-0.741595
0.432334,0.428767,0.618304,-0.026736,1.128562,-1.155417,-1.150698
0.640106,0.529167,0.743195,-0.486456,0.743875,-0.737097,-0.579307
-2.409300,-2.537247,-1.895859,2.282459,-1.371987,1.418813,0.874937
0.734523,0.596491,0.682188,-0.863581,0.101318,-0.046872,0.326043
0.483038,0.485961,0.594121,-0.089300,1.568382,-1.490245,-0.995868
0.532061,0.486215,0.685016,-0.245067,1.223128,-1.187989,-0.895326
-1.251538,-1.661242,-1.876991,1.232430,-1.184758,1.121201,0.747868
-2.654787,-1.020493,-1.530629,2.915591,-1.481831,1.239600,-0.348020
