3.208172,-0.086841,-0.019380,-0.745146,36.815959,-36.807066,0.023423,0.758648
3.223239,-0.085750,-0.016686,-0.746094,25.001529,-24.874422,0.028897,0.757555
3.404864,-0.069274,-0.004640,-0.964243,7.692117,-5.929115,0.139599,0.268230
3.467977,-0.069830,-0.020459,-0.988479,8.621399,-5.226746,0.253600,0.608263
3.241878,-0.048011,0.017063,-0.781316,26.445574,-26.373514,-0.014956,0.800662
3.320752,-0.079725,-0.043579,-0.966491,6.733856,-4.199934,0.192630,0.730486
3.209389,-0.087031,-0.020811,-0.747106,31.964229,-31.867066,0.026801,0.768888
2.350902,-0.195893,-0.336973,-0.677179,3.101458,1.774296,0.298729,1.000000
3.262396,-0.044758,0.029912,-0.776891,19.762035,-19.865789,-0.027267,0.709029
3.207642,-0.086956,-0.019738,-0.744736,41.271469,-41.258316,0.023721,0.763442
3.437380,-0.063957,0.023122,-0.882181,11.685396,-10.488486,0.100778,0.058249
2.678519,-0.119244,-0.197961,-0.820675,3.967039,1.229654,0.328832,1.000000
3.324504,-0.074155,0.013102,-0.788743,16.160510,-15.983998,0.032331,0.378958
3.395680,-0.067619,0.022144,-0.839185,13.839041,-13.208707,0.064048,0.161743
3.333713,-0.072898,0.016512,-0.793626,15.114265,-14.980869,0.029302,0.321199
3.231683,-0.048928,0.015752,-0.774703,24.369288,-24.372957,-0.020257,0.819676
1.625212,-0.587397,-0.190120,-0.382717,1.520270,2.014488,0.182807,1.000000
3.216787,-0.086509,-0.019020,-0.745092,26.146612,-26.020694,0.028814,0.774826
3.211252,-0.086987,-0.020960,-0.747561,31.736463,-31.615035,0.028500,0.773279
3.444863,-0.064167,0.020715,-0.885084,12.651407,-11.242227,0.115690,0.105373
2.966523,-0.076375,-0.097664,-0.902361,4.854089,-0.931471,0.247789,1.000000
3.210919,-0.086682,-0.019472,-0.747165,35.342404,-35.302967,0.025561,0.757155
0.947568,-0.312565,-0.288023,-0.048003,0.502421,2.034376,0.106596,0.750000
3.208323,-0.087403,-0.021646,-0.743927,27.403221,-27.295631,0.027531,0.790203
